ResId,ChapterId,BookId,Link,Valid,JWLINK
262732,160762,30154,561208140,yes,
198159,120176,25530,503335648,yes,
230924,134189,27181,539027570,yes,
269059,163388,30152,566075074,yes,
191599,115932,25702,499144742,yes,
211503,124906,26900,519027745,yes,
258909,158799,28834,557990804,yes,
227614,128446,26902,537113079,yes,
264780,162268,30156,563262768,yes,
193330,115980,26340,500408467,yes,
351361,205814,33683,600740852,yes,
282951,172246,31814,579714360,yes,
270212,166019,28837,566876040,yes,
185213,111813,25527,495182540,yes,
276318,169524,28837,573274365,yes,
204019,121959,26298,509187434,yes,
178664,107459,25424,493233353,yes,
222243,129085,26899,533058009,yes,
384374,215836,33493,651584114,yes,
230941,134214,27182,539048469,yes,
170014,102978,24846,486686203,yes,
248294,151146,26899,548703620,yes,
339411,199992,32067,629841598,yes,
250242,145478,30151,549606895,yes,
261721,160590,26900,560286321,yes,
223883,131222,26337,534728626,yes,
158724,97817,24345,474628421,yes,
261030,158161,27181,559316950,yes,
216682,126768,26900,524205371,yes,
226767,133503,28837,536631771,yes,
379956,215116,32884,650314609,yes,
280120,170947,30154,577030446,yes,
167333,102517,24847,484050082,yes,
236794,141671,27184,541983082,yes,https://content.jwplatform.com/videos/udaGuSu5-9YBrBxKD.m4a
249407,150912,27181,549179127,yes,
360270,209333,26740,629810575,yes,
234714,137529,28663,540963923,yes,
382737,214661,33470,650549100,yes,
237996,141671,27184,542494879,yes,
251367,153641,30153,551765249,yes,
229669,134214,27182,538013931,yes,
367739,209357,30151,644748869,yes,
369951,211588,33466,645488500,yes,
190503,114761,24848,497960663,yes,
367124,208588,33625,644360907,yes,
245741,145478,30151,546844610,yes,
387439,216639,32999,652801553,yes,
254464,154414,28839,552743278,yes,
264085,161399,28833,562645416,yes,
259246,159067,30157,558392854,yes,
263337,160762,30154,561655531,yes,
165393,101629,24848,482012042,yes,
211048,124497,26902,517039990,yes,
209947,124118,26337,516076435,yes,
261371,160613,26902,559846119,yes,
281893,166485,30152,578417101,yes,
233805,134189,27181,540519367,yes,
255895,153646,28834,554618337,yes,
158735,97819,24849,474627932,yes,
206096,122849,26900,512402899,yes,
255041,153648,30157,554145957,yes,
247542,150320,28839,548280398,yes,
237953,142454,27639,542479472,yes,
221025,127727,27182,529652099,yes,
249367,145478,30151,549242773,yes,
378571,214236,32885,649463481,yes,
182929,109855,25702,494392766,yes,
281892,171199,31322,578461473,yes,
198734,119792,26337,504250237,yes,
305196,181462,31322,592716423,yes,
351359,205814,33683,599291644,yes,
276215,169507,28833,573868219,yes,
256405,157600,26902,555078315,yes,
353458,206653,32668,638118412,yes,
246731,146253,26902,547841326,yes,
250232,151793,28834,549573993,yes,
360184,209330,26740,598672844,yes,
255978,155487,27182,554633513,yes,
190245,115119,25526,497944659,yes,
377464,214236,32885,649047754,yes,
268840,161680,28838,565959583,yes,
223771,127720,27639,533390064,yes,
167016,101737,24846,483427805,yes,
202781,121959,26298,507903666,yes,
269701,165688,27185,566952596,yes,
304822,182197,31880,592671434,yes,
185219,112266,24848,495188113,yes,
180342,108278,25530,494005864,yes,
175976,104986,25531,491508782,yes,
180924,106997,24845,493972590,yes,
198338,120349,26339,503738886,yes,
370190,212421,32886,645539094,yes,
191846,115980,26340,499580316,yes,
167269,102703,24850,483971788,yes,
213598,125663,26686,520232919,yes,
383512,215599,32665,651073098,yes,
278780,169582,31722,575736794,yes,
358001,206652,33467,639515642,yes,
277923,169582,31722,575286452,yes,
211045,122851,26899,516995634,yes,
269749,162171,27181,566461957,yes,
193691,116716,25529,501170305,yes,
271067,166504,28839,568309218,yes,
148388,91144,24452,450500221,yes,https://content.jwplatform.com/videos/gUHrCeQW-9YBrBxKD.m4a
255982,156670,26902,554618576,yes,
184716,111837,25526,494787596,yes,
245753,148541,26903,546814135,yes,
211526,124497,26902,517448809,yes,
186883,112331,24846,495953534,yes,
216107,126116,27183,523101153,yes,
185193,111837,25526,495189022,yes,
283488,172611,30151,579808400,yes,
110078,61250,22198,440893479,yes,
250929,150912,27181,551356926,yes,
188357,113164,25526,496855182,yes,
202133,121389,25530,507004662,yes,
190883,114761,24848,498322275,yes,
367100,209608,31722,644248715,yes,
202706,121922,25527,507953647,yes,
204607,122724,26686,510066085,yes,
283482,172608,31722,579753289,yes,
218324,127728,27942,529341533,yes,
165342,101616,24849,481990995,yes,
352398,199412,32667,637743519,yes,
207695,122853,26902,520313374,yes,
212445,125144,25527,519018814,yes,
258550,158488,30153,557437139,yes,
