ResId,ChapterId,BookId,Link,Valid,JWLINK
186881,113130,25531,495962904,yes,
208053,123082,26337,513270971,yes,
172860,104297,24846,488397993,yes,
239463,142030,26902,543505573,yes,
285549,173160,31879,581127782,yes,
367129,209362,33624,644338210,yes,
215967,126074,26899,523074568,yes,
190872,115326,25527,498323200,yes,
225922,131122,27639,535710796,yes,
196577,115416,25424,501163704,yes,
202467,121837,26686,507396578,yes,
230411,134910,27639,538519549,yes,
274971,168873,28837,571949312,yes,
388998,218595,32883,653665388,yes,
369737,211528,32665,645123290,yes,
189979,114742,25424,497587150,yes,
218132,126768,26900,526470479,yes,
110081,61251,22198,441924111,yes,
261369,159789,30153,559803550,yes,
263927,159787,30157,561666967,yes,
256031,157481,30151,554688219,yes,
256257,157528,28834,555076979,yes,
366446,207837,32667,643486791,yes,
204256,122578,25527,509770977,yes,
388123,218747,32741,620498288,yes,
214799,125118,26337,521710191,yes,
275947,168927,30154,572869989,yes,
269705,165691,31301,566583496,yes,https://content.jwplatform.com/videos/7JUsphkt-9YBrBxKD.m4a
265095,162375,30157,563538195,yes,
367167,206007,32884,643916046,yes,
361719,175189,32035,594452387,yes,
376112,211519,33467,648598020,yes,
282566,171185,31816,578821427,yes,
249329,151793,28834,549179514,yes,
221858,129878,27926,532561555,yes,
221265,128560,27181,531134317,yes,
218308,127727,27182,527663993,yes,
282966,166485,30152,579714109,yes,
191617,115938,26338,499102556,yes,
278425,170481,27181,575720375,yes,
180343,107944,25531,494005241,yes,
299418,179803,31048,589803800,yes,
261722,159787,30157,560271243,yes,
367692,211232,32942,644633297,yes,
390027,219262,32706,630000073,yes,
360260,209333,26740,628855093,yes,
254466,156395,30152,552855779,yes,
212161,125104,25527,518870964,yes,
238948,142030,26902,543027137,yes,https://content.jwplatform.com/videos/vZggWdQ8-9YBrBxKD.m4a
257967,157428,27185,557029245,yes,
204015,122112,25530,509188493,yes,
203674,122278,26339,509109386,yes,
263956,162212,26902,562107556,yes,
387827,218595,32883,653171077,yes,
196607,118790,26298,502542380,yes,
375163,213916,33465,648035437,yes,
262800,160755,27182,561240107,yes,
283996,172392,31879,580237350,yes,
353620,203552,33499,638660131,yes,
232609,131192,28839,540021175,yes,
219388,128455,27184,527647158,yes,
204575,122591,26740,510149727,yes,
167912,102838,24821,484763292,yes,
367121,211232,32942,644207888,yes,
383807,216768,33465,650246251,yes,
213843,125118,26337,520796668,yes,
228631,134984,26900,538059949,yes,
274117,168551,29599,570595430,yes,
282466,172231,27181,578824714,yes,
226791,133507,28834,536642993,yes,
205480,122849,26900,511483898,yes,
210994,124118,26337,517015882,yes,
386084,215613,34137,652304185,yes,
172774,104362,25532,488470060,yes,
190368,113830,26338,497893654,yes,
203256,122083,26686,508699963,yes,
230770,134910,27639,538988383,yes,
279199,169662,31301,576161874,yes,
370071,203556,33543,645508791,yes,
328633,195160,32067,617923146,yes,
264694,162375,30157,563085370,yes,
187224,113195,25702,495996978,yes,
219541,126920,27639,524088279,yes,
172281,103852,25532,487988739,yes,
237965,134189,27181,542509387,yes,
196388,118604,26339,502054202,yes,
184745,109855,25702,494768232,yes,
190269,113832,26337,497879282,yes,
235790,136476,28838,541520153,yes,
278994,169583,31726,576131019,yes,
276562,168730,27181,573875767,yes,
363517,207295,33499,643515388,yes,
216080,126499,27184,523090113,yes,
257287,158030,26900,556052030,yes,
247410,149191,26900,548267488,yes,
326507,194729,32067,614430084,yes,
200346,120892,26342,504682843,yes,
244236,146154,26900,546335041,yes,
158305,96224,24848,473809356,yes,
217869,126549,27181,525987398,yes,
281272,171187,31817,577915415,yes,
248560,151793,28834,548748907,yes,
196584,118781,25526,502140022,yes,
320284,190355,32067,604775038,yes,
207373,123187,26930,484404670,yes,
262363,159792,27184,560737055,yes,
206471,123094,26900,512926197,yes,
240951,145443,30153,544848439,yes,
213588,124497,26902,520256211,yes,
307476,184339,31817,593137400,yes,
278558,169583,31726,575754432,yes,
214817,125850,26902,521722362,yes,
214862,125981,26900,521791959,yes,
222426,130159,26338,533161494,yes,
187539,113835,24848,496387627,yes,
246135,149641,26899,547323510,yes,
170970,103796,25531,487130910,yes,
213745,124073,26740,521306967,yes,
369943,212266,32667,645485105,yes,
184084,109058,25424,494593540,yes,
178053,106997,24845,493195554,yes,
213318,124073,26740,519864131,yes,
179155,108280,24847,494102568,yes,
144280,89008,22360,489391918,yes,
197525,120072,26342,502901840,yes,
225334,132440,27181,534749370,yes,
345175,202948,32942,634935327,yes,
226807,132853,26903,536699016,yes,
257008,157481,30151,555156314,yes,
270262,165691,31301,567022522,yes,
191867,115925,25532,499517396,yes,
301063,174425,31322,591568486,yes,
384373,216986,32884,651566748,yes,
246464,150115,29599,547468335,yes,
237920,142030,26902,542528131,yes,
220103,128560,27181,528689580,yes,
376115,212396,33466,648608361,yes,
277814,170209,29599,574829222,yes,
244848,148827,29599,546469529,yes,
226801,127727,27182,537080912,yes,
189178,113933,25527,497244250,yes,
214840,126074,26899,525508459,yes,
271580,166358,28838,568773494,yes,
252785,150928,26902,552284352,yes,
371733,211519,33467,646428391,yes,
274317,168679,28834,571194694,yes,
222440,129492,26337,533016181,yes,
264195,161444,28837,562611235,yes,
387457,218597,33493,652899502,yes,
264253,162191,27185,562638214,yes,
187538,113195,25702,496195094,yes,
209655,124055,26922,515275638,yes,
280174,166485,30152,577182729,yes,
330727,196701,32883,618923132,yes,
273625,166322,31300,569856134,yes,
338459,199412,32667,626322575,yes,
360226,209331,26740,618699366,yes,
238947,141204,27182,543045745,yes,
190450,115416,25424,497929302,yes,
252226,144638,27184,552730344,yes,
278658,169915,31300,575833405,yes,
305216,182436,32263,592536437,yes,
258953,158547,26902,557950622,yes,
214281,125118,26337,521256145,yes,
184191,108707,24846,494586032,yes,
257120,151184,29599,555618534,yes,
110079,61250,22198,441229252,yes,
198764,120414,24845,504389237,yes,
219547,126920,27639,525367583,yes,
345233,203544,32797,635191582,yes,
212326,125124,26339,518972045,yes,
278931,169582,31722,576119522,yes,
282564,170920,31722,578784180,yes,
209007,123092,25526,514297876,yes,
228471,134909,26899,537978209,yes,
191606,115934,24846,499079529,yes,
201104,120144,25531,505100778,yes,
233265,138101,26337,540490444,yes,
382728,193559,32923,650563558,yes,
221659,129775,27926,531663892,yes,
281332,166485,30152,577978422,yes,
224851,130785,27184,534739917,yes,
213193,124910,26922,525555624,yes,
192359,115593,26339,499902637,yes,
197699,120041,26340,503020639,yes,https://content.jwplatform.com/videos/rJ6xp0xD-9YBrBxKD.m4a
211865,124910,26922,518573143,yes,
282914,172392,31879,579372770,yes,
220593,129100,26686,529173425,yes,
282484,172248,28838,578824223,yes,
259562,159443,30152,558051858,yes,
208101,123253,26686,513277192,yes,
203673,122278,26339,508701239,yes,
245719,149641,26899,546765887,yes,
178688,107957,25529,493607682,yes,
192370,115983,26342,509738103,yes,
199521,120643,26752,494784754,yes,
209423,123558,26893,514615404,yes,
201497,121057,26340,505645520,yes,
265929,162787,28837,564462521,yes,
202131,121686,26337,507006113,yes,
205350,122851,26899,515325373,yes,
217821,127431,26686,525939462,yes,
243063,146253,26902,545846899,yes,https://content.jwplatform.com/videos/ioPEBns0-9YBrBxKD.m4a
229667,128446,26902,537995770,yes,
158041,97589,24849,473810325,yes,
390039,219262,32706,639503330,yes,
383601,216020,32883,651098597,yes,
276602,169531,30151,574288745,yes,
176059,104466,25527,491607040,yes,
211848,124491,25526,518089808,yes,
270783,165985,27181,567783688,yes,
173417,104579,24846,489302216,yes,
185145,111960,25532,495124408,yes,
367799,211583,33625,644788099,yes,
217471,126929,26686,525349294,yes,
341141,199992,32067,630983734,yes,
382164,216338,34229,599395048,yes,
283501,172257,31726,579770679,yes,
187542,113387,26298,496189670,yes,
367709,211387,31819,644731749,yes,
171368,102837,24848,487230467,yes,
214853,125497,26339,538725781,yes,
387450,218594,34137,653104660,yes,
263284,161814,26902,561696608,yes,
178679,106107,24846,493216528,yes,
273846,157377,30156,570174285,yes,
202521,121686,26337,507395286,yes,
367631,211528,32665,644266533,yes,
268667,164920,28833,565962205,yes,
262811,161544,30153,561644063,yes,
174102,104607,25702,489773158,yes,
379258,215828,33466,649894955,yes,
368269,211209,31815,645082796,yes,
110967,61773,22199,443286019,yes,
208075,123258,26893,513307411,yes,
274691,167699,31322,571638135,yes,
222783,128564,26903,533441790,yes,
212309,124497,26902,518928334,yes,
241938,141199,28839,545354416,yes,
281421,170255,31748,577898139,yes,https://content.jwplatform.com/videos/QztaWviq-9YBrBxKD.m4a
258560,157422,30154,557438313,yes,
255060,157009,29055,553628039,yes,
223705,130159,26338,534016854,yes,
193558,116933,26339,500433644,yes,
378159,214895,34174,649361608,yes,
268797,165044,29599,566015262,yes,
190501,115460,25702,497929702,yes,
260003,159431,29599,558937751,yes,
258886,158490,26899,557895399,yes,
344309,202951,31722,620702083,yes,
209379,123545,25530,514596883,yes,
263676,162087,26899,561644631,yes,
226768,130706,26899,536630655,yes,
216701,126519,26740,524231908,yes,https://content.jwplatform.com/videos/AgCSsZqH-9YBrBxKD.m4a
255909,157429,26900,554173652,yes,
360239,209331,26740,622159594,yes,
212136,125099,25526,518545467,yes,
198400,118584,24845,503731930,yes,
213845,125574,25527,520915994,yes,
193708,115938,26338,501133374,yes,
220069,127472,26337,528658782,yes,
167243,101473,24846,484323684,yes,
227260,133900,26339,536655504,yes,
302374,178936,32275,592080866,yes,
278627,169662,31301,575807204,yes,
344303,202951,31722,616914952,yes,
266627,163389,30153,565456832,yes,
264971,162598,28837,563516269,yes,
187906,112260,25424,496371489,yes,
158446,97015,24846,474138901,yes,
275834,168469,30151,572528014,yes,
363549,209359,33497,643379059,yes,
171868,104193,25530,487510420,yes,
191879,115985,26298,499560260,yes,
344310,202951,31722,622352135,yes,
369933,212266,32667,645467767,yes,
204672,122112,25530,510228291,yes,
214897,124073,26740,521771341,yes,
304624,180666,31883,592549465,yes,
230404,136476,28838,538562832,yes,https://content.jwplatform.com/videos/GG4vmWGJ-9YBrBxKD.m4a
226401,131239,28838,536650336,yes,
202843,121965,26340,509751809,yes,
191840,115933,26337,499503421,yes,
177027,106652,25702,492429389,yes,
205356,122764,26337,510996868,yes,
257640,157600,26902,556512492,yes,
110964,61773,22199,442607262,yes,
255893,157421,27184,554147015,yes,
234782,137906,27639,540934798,yes,
161252,96225,24845,475883639,yes,
277279,169665,31048,574911577,yes,
346152,199412,32667,635022934,yes,
239466,140238,28834,543537843,yes,
274656,168730,27181,571546964,yes,
220063,128551,26686,528659581,yes,
249177,133503,28837,549132458,yes,
257114,157481,30151,555662287,yes,
369721,212263,32884,645223442,yes,
206195,123031,26819,512485398,yes,
277283,169531,30151,574868216,yes,
259552,159441,28838,558407590,yes,
274657,168731,28838,571562900,yes,
230407,131192,28839,538544577,yes,
372778,213466,32665,646812129,yes,
222962,130159,26338,533579798,yes,
258943,159065,26900,557934180,yes,
207969,122591,26740,513296583,yes,
374371,212266,32667,647606960,yes,
185632,111837,25526,495487900,yes,
284456,172128,31748,580598673,yes,
261724,159254,27185,560246505,yes,
206097,122853,26902,512414411,yes,
190252,115083,25532,497950725,yes,
281343,170482,28838,577943149,yes,
265364,162172,30154,564026391,yes,
367074,211225,33379,644322723,yes,
173896,104466,25527,489807364,yes,
338753,195160,32067,627381635,yes,
346110,203886,31879,636131944,yes,
255841,157417,28833,554163188,yes,
360167,209330,26740,595737458,yes,
234779,138738,26899,540923440,yes,
205903,122852,26903,511859428,yes,
318119,190356,32269,601679644,yes,
282950,172231,27181,579304254,yes,
205538,122852,26903,511439046,yes,
284005,172930,31815,580140057,yes,
168721,102776,24845,485306722,yes,
261412,159791,30152,559895248,yes,
182802,106618,25527,494417199,yes,
375225,213841,34137,648061749,yes,
254969,156974,28837,553179127,yes,
349746,201347,32884,636173542,yes,
266387,163017,28834,565533889,yes,
224201,128564,26903,534342172,yes,
284164,166481,30153,580570310,yes,
199181,120414,24845,504682554,yes,
272745,167702,27185,569191762,yes,
205067,122814,26893,510627917,yes,
250945,153648,30157,551317001,yes,
268859,163385,30157,565939658,yes,
257885,158480,27182,555598385,yes,
247699,151074,30154,548256762,yes,
248709,150928,26902,548751101,yes,
167117,102648,24821,483924625,yes,
284000,172246,31814,580125668,yes,
195544,118604,26339,501620679,yes,
374352,213466,32665,647666002,yes,
196591,116010,25531,502055701,yes,
171862,104190,24848,488404818,yes,
281939,171310,31048,578750308,yes,
366466,208588,33625,643931501,yes,
252332,153641,30153,552699517,yes,
372775,213465,32999,646761104,yes,
367521,210158,31675,644670704,yes,
332810,197008,32665,622361501,yes,
369934,212335,32999,645475108,yes,
187871,113933,25527,496388128,yes,
260004,159432,27182,559310772,yes,
222718,129085,26899,533377294,yes,
282537,171199,31322,579272297,yes,
274393,167703,31301,571569992,yes,
361844,206652,33467,640649599,yes,
216406,126499,27184,523635062,yes,
273642,168382,27181,570191643,yes,
171848,102978,24846,489284113,yes,
189352,113387,26298,497197223,yes,
257606,157422,30154,556483526,yes,
176026,104732,25526,491615748,yes,
269772,163388,30152,566541461,yes,
188337,112260,25424,496862992,yes,
272739,167699,31322,569355430,yes,
387438,218591,32664,652798473,yes,
252443,151973,26900,552259306,yes,
276582,169582,31722,573893128,yes,
367079,209611,33496,644338217,yes,
276560,168731,28838,573892094,yes,
250947,151184,29599,551447130,yes,
366360,209608,31722,643824354,yes,
274967,168730,27181,572002033,yes,
270878,162754,31322,567832253,yes,
225156,121838,26338,534484299,yes,
215763,126499,27184,522658433,yes,
218339,127728,27942,529340150,yes,
212327,124906,26900,519873352,yes,
205328,122578,25527,511106157,yes,
198439,120041,26340,504352630,yes,
213355,125575,26922,519931716,yes,
390023,219262,32706,624402049,yes,
158477,96225,24845,474518420,yes,
176094,106028,24847,491626696,yes,
351351,205812,33683,596377413,yes,https://content.jwplatform.com/videos/gfEVXU5i-9YBrBxKD.m4a
302315,179259,32298,591566524,yes,
216874,126843,26339,524747640,yes,
388777,218972,32665,653617032,yes,
266395,163254,27182,564949263,yes,
173141,104466,25527,489283725,yes,
246733,150320,28839,547827620,yes,
211876,124118,26337,517989951,yes,
228348,133900,26339,538059570,yes,
164485,99586,24846,482569014,yes,
238937,143921,26899,542967056,yes,
160056,98812,24849,475401504,yes,
260001,159303,30154,558875827,yes,
254239,156449,26900,552730151,yes,
384095,216850,32665,651476361,yes,
360191,209330,26740,600045366,yes,
243064,141204,27182,546381232,yes,
313009,185518,32269,595828895,yes,
243663,146061,30152,545949238,yes,
367797,179259,32298,644362943,yes,
308006,182436,32263,593081007,yes,
173514,102935,24850,487158412,yes,
205900,122891,25530,511905696,yes,
281983,170947,30154,578321985,yes,
215335,126070,27181,522173754,yes,
258805,158161,27181,557487349,yes,
368262,200971,33465,600094702,yes,
367787,195563,30154,644644190,yes,
273789,167703,31301,570276722,yes,
261730,160760,29055,560318359,yes,https://content.jwplatform.com/videos/XpAaZJlY-9YBrBxKD.m4a
231494,134909,26899,539462154,yes,
284384,172246,31814,580581465,yes,
241717,146061,30152,544993798,yes,
187709,113830,26338,496349771,yes,
198141,118604,26339,503350295,yes,
263878,162171,27181,562105852,yes,
225919,131239,28838,535749039,yes,
205220,122591,26740,511112415,yes,
226769,133504,27639,536643453,yes,
212362,125129,26686,518972675,yes,
276485,169569,31048,573032724,yes,
304955,178953,32067,593265498,yes,
273266,167651,30154,569685664,yes,
217887,126773,26903,526019259,yes,https://content.jwplatform.com/videos/ky7hWPgE-9YBrBxKD.m4a
184579,111953,24847,494640797,yes,
233257,136722,27926,540475009,yes,
181792,108707,24846,493994274,yes,
301050,178906,31819,591548021,yes,
264724,161311,30152,563169070,yes,
193693,116975,24846,500729836,yes,
205787,122853,26902,511886505,yes,
262468,161399,28833,560745409,yes,
388776,216639,32999,653601562,yes,
271065,165681,30154,568281617,yes,
216068,125981,26900,525506352,yes,
110083,61251,22198,442590512,yes,
202663,121923,24845,507831324,yes,
304809,182181,32274,592626890,yes,
281425,171310,31048,578037686,yes,
379951,214421,32663,650184974,yes,
257106,156446,28838,555563464,yes,
219655,128564,26903,528212022,yes,
230395,132851,28663,538559860,yes,
350812,205732,33497,637779707,yes,
239068,143271,29599,543128767,yes,
230946,131192,28839,539014465,yes,
197109,118594,25530,502468736,yes,
273645,167646,28837,570127016,yes,
209453,123893,25527,514635210,yes,
275294,168786,31300,572148447,yes,
187872,112683,25530,496337090,yes,
259987,159785,26900,559293271,yes,
187908,113130,25531,496344487,yes,
376658,214654,32668,648916156,yes,
214763,125705,26903,525532250,yes,
274314,167651,30154,571101223,yes,
240979,134275,29055,544935044,yes,
261716,159788,28837,560246199,yes,
367713,211545,31048,644712309,yes,
176364,104994,24848,492037173,yes,
207684,122891,25530,512927703,yes,
167244,101295,24845,483897219,yes,
373612,212391,32884,647308219,yes,
379358,214895,34174,649952180,yes,
241941,146253,26902,545368964,yes,
359163,206652,33467,639935994,yes,
188445,113830,26338,496802171,yes,
272676,167651,30154,569209490,yes,
226814,132013,26900,536654752,yes,
169353,102978,24846,553626028,yes,
191161,115417,26298,499131770,yes,
209642,123092,25526,515242502,yes,
225913,127727,27182,535749746,yes,
204892,122758,26340,510666913,yes,
379950,213840,34135,650321420,yes,
275940,168679,28834,572956036,yes,
191565,115924,25532,498821486,yes,
205262,122724,26686,510974257,yes,
198373,120360,25529,503409613,yes,
274714,165694,31048,571659342,yes,
176272,106108,25532,491976988,yes,
224751,128446,26902,534765830,yes,
270386,162754,31322,567030814,yes,
211577,122851,26899,517412360,yes,
161622,99586,24846,476227849,yes,
255896,157422,30154,554578905,yes,
217479,126549,27181,525392891,yes,
198733,120409,26342,504241292,yes,
220622,128564,26903,529266529,yes,
227576,134174,27926,537089105,yes,
262726,160763,28834,561258502,yes,
175397,104732,25526,491144038,yes,
158475,96089,24847,474599682,yes,
235791,134189,27181,541503778,yes,
205615,122891,25530,511498085,yes,
226800,131192,28839,536667917,yes,
220568,129085,26899,529165126,yes,
191597,115931,25530,499078283,yes,
193273,115976,25526,500399419,yes,
245252,149191,26900,546784422,yes,
274387,168469,30151,571201363,yes,
206120,122836,26339,512371186,yes,
373554,212104,33499,647717294,yes,
224818,132013,26900,534756041,yes,
209864,124100,26922,515761381,yes,
110972,61773,22199,445155584,yes,
370151,212103,33506,646867714,yes,
198003,120248,25532,503364914,yes,
197492,120041,26340,502581420,yes,
375004,213466,32665,648011112,yes,
248300,150857,30153,548703646,yes,
180011,107944,25531,493614110,yes,
235800,136656,28833,541505997,yes,
280695,170946,31301,577582071,yes,
211846,124497,26902,518073263,yes,
302352,181462,31322,592150951,yes,
235966,141302,28663,541519488,yes,
351007,205756,33681,604602423,yes,
249178,151146,26899,549132708,yes,
245366,143926,27181,546794173,yes,
212631,125115,26899,519340481,yes,
266404,162586,31048,565615192,yes,
212830,125241,25527,519475770,yes,
382736,216022,33782,650549434,yes,
275807,168730,27181,572452128,yes,
273223,165985,27181,569736297,yes,
174648,104850,24847,490738293,yes,
190444,114755,26340,497946636,yes,
240013,143921,26899,544414872,yes,
379260,215616,33469,649898755,yes,
173077,103196,25526,488927999,yes,
370990,212266,32667,645930757,yes,
208034,123065,26903,516251383,yes,
218160,126838,27184,526460810,yes,
270692,166322,31300,567517027,yes,
383517,215614,33467,651060569,yes,
265090,162087,26899,563517232,yes,
186396,103088,22472,495492505,yes,
318123,190355,32067,601808364,yes,
223201,130685,26686,533818695,yes,
274129,167651,30154,570542610,yes,
257269,157421,27184,556050691,yes,
173509,104193,25530,489301860,yes,
186827,112195,24845,495936973,yes,
278863,170253,31747,576099907,yes,
176316,104986,25531,492335275,yes,
261753,160755,27182,560335684,yes,
209796,124092,26900,515763647,yes,
110963,61773,22199,442267620,yes,
252293,154691,28833,552274187,yes,
214462,125575,26922,521394126,yes,
204699,122758,26340,510219841,yes,
305218,179804,31748,592565565,yes,
256815,157435,26899,555520354,yes,
316547,185811,32067,600215121,yes,
187534,113164,25526,496213746,yes,
258553,158796,30153,557449323,yes,
352726,206007,32884,637835522,yes,
283998,172248,28838,580199365,yes,
346157,203889,32665,635182029,yes,
375223,213841,34137,647975989,yes,
256843,157421,27184,555547753,yes,
183024,108280,24847,494428582,yes,
218794,127972,27970,527251283,yes,
226141,132990,28833,536208724,yes,
167692,102785,24848,484421495,yes,
217884,126768,26900,525959105,yes,
256865,157425,30157,555534071,yes,
226932,133216,26337,536643606,yes,
273791,165694,31048,570297306,yes,
378650,212396,33466,649373161,yes,
382761,215097,34136,650588499,yes,
281417,171199,31322,578016567,yes,
386666,218353,32665,652420264,yes,
167623,102776,24845,484295929,yes,
382702,216402,32668,650536236,yes,
184259,109855,25702,494619751,yes,
305256,181284,31881,592770799,yes,
367494,211484,31817,644670533,yes,
172358,102776,24845,487957281,yes,
198747,120410,25530,504251588,yes,
274026,167646,28837,570530802,yes,
209004,123258,26893,513790919,yes,https://content.jwplatform.com/videos/fPW6IWhx-9YBrBxKD.m4a
366356,211226,32706,643788340,yes,
209987,122851,26899,516052118,yes,
219550,126920,27639,525955130,yes,
259172,158490,26899,558507990,yes,
278887,166485,30152,576140274,yes,
253224,155487,27182,552301039,yes,
218129,127591,26339,527758997,yes,
200526,121044,25529,511157815,yes,
274345,167699,31322,571220975,yes,
357643,207291,32665,639486347,yes,
196565,119385,25529,502118628,yes,
246650,143926,27181,547827950,yes,
278390,169915,31300,575384457,yes,
190811,115325,24846,498231343,yes,
176346,104732,25526,492020358,yes,
226191,127727,27182,536649595,yes,
215542,125981,26900,525506967,yes,
167299,102707,24821,484009963,yes,
262734,161316,30151,561295774,yes,
176317,104805,24850,491986141,yes,
192343,115980,26340,500014233,yes,
184728,111813,25527,494780584,yes,
262139,161174,27181,560752604,yes,
279300,170875,29599,576130762,yes,
270512,165982,30153,567322443,yes,
241961,145497,27639,545328967,yes,
166848,102503,24848,483054305,yes,
250933,153643,30151,551426891,yes,
230392,133508,27184,538530464,yes,
219109,127720,27639,527644608,yes,
193326,115985,26298,500367536,yes,
386662,216639,32999,652413787,yes,
246155,148538,29055,547408184,yes,
201496,121578,25527,505644781,yes,
274670,168678,28837,571480457,yes,
244322,148412,27182,546381985,yes,
257125,157597,28839,555562508,yes,
319709,190356,32269,603793247,yes,
197680,120144,25531,502490576,yes,
279391,170920,31722,576663555,yes,
308063,184746,32274,593174657,yes,
179153,106653,24848,493328808,yes,
202153,121578,25527,507062455,yes,
186880,111738,25531,495691665,yes,
165733,101616,24849,482575344,yes,
223875,130417,28837,534276696,yes,
265002,162754,31322,563100754,yes,
158400,97746,24849,474519020,yes,
388157,218756,32741,650517931,yes,
188456,113832,26337,496786928,yes,
283523,172612,31881,579832035,yes,
262797,159431,29599,561259402,yes,
281387,171185,31816,577896406,yes,
302088,180666,31883,591965017,yes,
307242,184119,31722,593204824,yes,
261368,159788,28837,559802322,yes,
188461,114194,25702,496833161,yes,
257321,156446,28838,556065042,yes,
337947,195160,32067,626452947,yes,
184841,111958,24848,495111103,yes,
185058,112195,24845,495110522,yes,
238952,136476,28838,543027526,yes,
202732,121949,25530,507431519,yes,
250240,151074,30154,549549282,yes,
226795,132851,28663,536717650,yes,
234703,138101,26337,540937372,yes,
309664,185518,32269,594514782,yes,
255026,154414,28839,553214662,yes,
277251,166485,30152,574846960,yes,
213599,125115,26899,520227287,yes,
302386,181280,32273,592231168,yes,
244214,148318,30153,546308684,yes,
186228,112331,24846,496028460,yes,
209581,123796,26339,515240726,yes,
170980,103801,24850,487156120,yes,
250942,153647,30154,551318360,yes,
281843,171701,31301,577581355,yes,
255937,156446,28838,554603807,yes,
386685,216715,33470,652476289,yes,
191600,115933,26337,499089770,yes,
211549,124491,25526,517487053,yes,
201203,121044,25529,505604743,yes,
275094,168469,30151,572075857,yes,
357936,202690,32067,639940350,yes,
261407,160760,29055,559861368,yes,
283994,172391,31880,580236925,yes,
390243,217046,32663,654384520,yes,
257270,157422,30154,556037039,yes,
360255,209331,26740,624180172,yes,
265433,162268,30156,564195664,yes,
215879,126369,26337,523077988,yes,
193700,115976,25526,501170880,yes,
388234,218803,33278,633784221,yes,
282949,172248,28838,579319425,yes,
198148,119792,26337,503333326,yes,
204211,122544,26340,508828390,yes,
249369,148538,29055,549208872,yes,
200877,119792,26337,505083450,yes,
239473,141671,27184,543478543,yes,
266655,162172,30154,565455828,yes,
212750,125124,26339,520273691,yes,
216802,126074,26899,524673550,yes,
191171,115601,25532,498633086,yes,
186455,107460,24850,495715292,yes,
376651,214899,32999,648903297,yes,
377320,213840,34135,649008136,yes,
277270,169828,28833,574785986,yes,
387449,217988,34136,652874339,yes,
202953,121965,26340,508400431,yes,
201914,120349,26339,506441108,yes,
181793,108840,24848,494087894,yes,
366270,211209,31815,643841881,yes,
270266,162836,30151,567004777,yes,
173487,104417,24845,489289431,yes,
279377,170481,27181,576645330,yes,
173053,104406,25531,488821221,yes,
257341,157470,29055,556116607,yes,
379363,215116,32884,649955338,yes,
174628,104732,25526,490703693,yes,
345279,200302,32665,633721017,yes,
279473,170686,30151,576714963,yes,
257091,157515,28833,555566897,yes,
309725,178953,32067,594638192,yes,
187544,112331,24846,496169211,yes,
174250,104466,25527,490143740,yes,
172840,104417,24845,488407804,yes,
376094,214245,33499,649017072,yes,
191845,115416,25424,499563095,yes,
245370,148411,28839,546794224,yes,
269753,161680,28838,566475493,yes,
265432,162589,31300,564194883,yes,
386965,217050,32882,652806561,yes,
354368,206653,32668,638555653,yes,
212435,125020,26903,518952785,yes,
265390,162587,31301,564137657,yes,
369096,211587,33493,645102192,yes,
278562,168927,30154,575674449,yes,
272662,167646,28837,569192178,yes,
169503,102981,25528,486268356,yes,
164519,101371,24848,482569324,yes,
271076,164920,28833,568313381,yes,
272990,167646,28837,569669472,yes,
282815,171184,31815,579264018,yes,
359238,207295,33499,640376958,yes,
169348,102776,24845,485806727,yes,
347258,204794,32942,636851179,yes,
269058,162586,31048,566095399,yes,
252225,153647,30154,552714978,yes,
351495,202690,32067,637853446,yes,
276590,169461,31322,574420970,yes,
257642,151184,29599,556532023,yes,
358008,206007,32884,639523603,yes,
195049,116980,26340,501178500,yes,
240042,144268,28838,545388668,yes,
387454,218595,32883,652860038,yes,
230965,134905,26903,539048669,yes,
167084,101615,24850,483476427,yes,
274560,168702,29599,571167082,yes,
304936,177552,30152,593216173,yes,
191842,115604,25531,499502777,yes,
283489,172231,27181,579736748,yes,
213870,125497,26339,520824661,yes,
110075,61249,22198,439897525,yes,
368951,211586,32884,644815003,yes,
266596,163385,30157,564913461,yes,
280669,171195,29599,577530122,yes,
224625,131122,27639,534308316,yes,
195539,115933,26337,501642389,yes,
235778,140238,28834,541556294,yes,
224847,130153,28663,534796169,yes,
246035,149789,29599,546854951,yes,
388774,218720,34174,653571603,yes,
235123,140593,28839,540954232,yes,
169507,102935,24850,486318606,yes,
263929,162191,27185,562066411,yes,https://content.jwplatform.com/videos/muPf0JGr-9YBrBxKD.m4a
379379,215615,33782,649979310,yes,
222338,130147,26686,533005726,yes,
178654,107939,25532,493250588,yes,
240626,145180,29599,544545014,yes,
270114,165985,27181,566933199,yes,https://content.jwplatform.com/videos/tdfBwvOw-9YBrBxKD.m4a
250923,152979,30152,551450300,yes,
172859,104430,24850,488450714,yes,
388152,218756,32741,633522944,yes,
186962,112260,25424,495960436,yes,
187528,113830,26338,496179967,yes,
208977,122591,26740,514197893,yes,
165351,101473,24846,481990751,yes,
187911,113831,26339,496334645,yes,
239461,141199,28839,543490948,yes,
275827,168679,28834,572486709,yes,
215411,124073,26740,522235047,yes,
208433,123549,26903,514136924,yes,
206240,123081,25527,512515773,yes,
201106,120368,26298,505189146,yes,
302458,177603,31722,592075456,yes,
304798,182181,32274,592043970,yes,
271110,165905,30157,568294704,yes,
186963,113387,26298,495987377,yes,
201365,119789,26338,505560017,yes,
213602,125576,26893,520274799,yes,
